Number of Breast Cancer Patients with HCPCS in NCH and Outpatient by claim year																							
In order to ensure confidentiality cell sizes less than 11 are masked (#).																							
HCPCS	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018			
98960	#	#	#	#	#	#	#	42	108	119	116	108	75	98	105	120	139	196	250	194			
98961	#	#	#	#	#	#	#	#	#	#	#	#	#	44	48	35	#	#	#	#			
98962	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98966	#	#	#	#	#	#	#	#	#	11	18	21	41	28	25	18	52	30	42	91			
98967	#	#	#	#	#	#	#	#	#	#	#	#	#	19	42	16	22	22	12	59			
98968	#	#	#	#	#	#	#	#	#	#	#	#	12	12	14	15	#	#	13	33			
98969	#	#	#	#	#	#	#	#	#	#	#	13	#	#	#	#	#	#	#	#			
98970	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98972	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98973	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98980	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98981	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98982	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98984	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98987	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98988	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98990	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98991	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
98994	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99000	8929	9869	10952	11940	12063	13282	14577	15240	16153	16860	17074	16801	16975	16243	15428	15407	15606	15548	14718	11663			
99001	264	398	498	892	1147	1351	1605	1731	2200	1885	2471	2365	1960	1509	1378	1271	1148	963	881	637			
99002	63	56	56	34	38	28	38	27	32	34	45	26	24	26	28	32	24	20	13	15			
99004	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99005	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99007	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99010	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99012	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99013	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99014	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99015	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99020	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99021	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99022	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99024	395	449	602	613	791	941	834	863	1304	1561	1986	2054	2108	3246	4116	5179	5145	5480	12087	15521			
99025	207	158	150	125	124	19	#	#	21	15	#	#	#	#	#	#	#	#	#	#			
99026	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99027	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99031	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99038	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99040	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99041	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99042	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99047	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99049	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99050	369	354	458	595	588	852	1136	649	652	604	607	595	665	667	668	790	433	374	342	280			
99051	#	#	#	#	#	#	#	495	605	847	1206	1105	1615	2001	2225	2489	2436	2310	2065	2212			
99052	852	676	501	477	328	476	633	11	#	#	#	#	#	#	#	#	#	#	#	#			
99053	#	#	#	#	#	#	#	1534	1483	1607	1753	1520	1513	1434	1325	1069	1110	1179	1284	1124			
99054	807	662	613	720	575	691	864	40	19	#	#	#	#	#	#	#	#	#	#	#			
99056	#	14	#	#	11	28	25	18	20	12	#	#	11	#	#	#	#	#	#	#			
99058	307	297	374	436	535	577	763	901	974	1092	1123	1173	1003	804	774	764	706	637	560	532			
99060	#	#	#	#	#	#	#	#	#	15	11	#	#	13	#	#	#	#	#	#			
99062	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99064	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99065	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99069	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99070	2894	3206	3363	3757	3962	4272	4007	3528	3081	3054	2853	2522	2397	2401	2332	1929	1555	1529	1532	1055			
99071	94	103	122	105	97	96	88	76	78	83	98	81	83	115	125	156	129	165	152	128			
99072	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99075	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99076	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99077	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99078	49	34	30	30	28	31	33	36	23	22	14	24	16	22	33	18	41	34	17	22			
99080	105	117	137	125	156	151	156	127	124	112	112	115	132	134	143	191	355	654	933	1037			
99081	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99082	28	22	#	#	12	17	14	#	11	14	12	16	#	#	#	#	#	#	#	#			
99083	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99085	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99089	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99090	30	47	42	38	43	34	36	41	36	39	45	53	33	62	61	64	86	83	76	60			
99091	#	#	#	21	31	#	16	29	31	37	49	51	42	39	41	51	79	53	73	166			
99092	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99093	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99099	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99100	892	1271	1566	1927	2293	2510	2666	2836	3217	3775	4385	4579	4550	4814	4926	5128	5182	5426	7416	8264			
99101	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99103	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99112	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99114	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99115	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99116	16	#	17	#	12	11	18	#	#	#	#	#	#	#	#	#	#	#	#	#			
99119	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99123	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99124	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99125	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99135	20	33	29	24	38	39	51	29	53	53	57	63	51	56	51	56	49	57	49	50			
99140	123	130	161	180	243	213	250	270	298	330	376	405	369	459	462	443	500	512	646	652			
99141	893	1560	2725	3736	4961	6335	5814	97	#	#	#	#	#	#	#	#	#	#	#	#			
99142	#	#	21	33	46	47	68	#	#	#	#	#	#	#	#	#	#	#	#	#			
99143	#	#	#	#	#	#	#	146	99	43	22	20	#	#	17	13	#	#	#	#			
99144	#	#	#	#	#	#	#	2905	3049	4084	4544	4739	5259	4344	4243	4202	4065	3770	#	#			
99145	#	#	#	#	#	#	#	672	601	794	743	803	855	675	703	680	532	500	#	#			
99148	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99149	#	#	#	#	#	#	#	325	343	368	258	166	156	146	142	140	122	120	#	#			
99150	#	#	#	#	#	#	#	86	132	137	65	31	30	32	38	37	28	29	#	#			
99151	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	45	38			
99152	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	14365	15060			
99153	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	10097	9606			
99155	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99156	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	717	522			
99157	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	461	350			
99165	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99170	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99172	#	#	#	11	15	32	30	20	15	12	21	20	30	32	44	11	24	21	#	#			
99173	#	17	51	131	167	209	206	245	278	267	347	368	626	757	838	787	883	862	941	1017			
99174	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99175	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99180	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99183	31	22	33	48	64	71	105	95	122	137	148	161	188	189	240	249	245	174	172	166			
99184	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99185	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99186	11	#	11	#	11	#	#	12	#	#	#	#	#	#	#	#	#	#	#	#			
99188	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99189	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99190	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99191	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99192	17	12	13	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99195	244	266	300	291	301	351	432	461	425	429	423	468	510	500	544	564	574	555	572	588			
99196	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99199	611	590	533	542	461	620	446	459	336	327	334	304	348	393	507	659	656	672	613	969			
99200	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99201	17234	15290	10029	9442	9031	8481	8396	7924	7766	7482	7296	8953	8971	9093	8917	5670	5370	4980	4692	4100			
99202	25931	27978	28950	30665	30598	31680	32407	32065	31632	31917	31580	40727	41351	43157	43466	41205	40891	39806	38082	35261			
99203	35663	40104	44518	49332	52187	55958	60204	62253	63857	65504	67910	106245	110809	116455	122142	123820	126992	129841	130033	125084			
99204	24956	28029	30165	32961	35131	37861	40019	41262	42090	43966	45118	103292	105034	107917	110097	111460	116009	118639	119392	111425			
99205	12788	13728	14078	14603	15129	15647	16356	16979	16912	17741	18202	56821	56393	56198	55474	55016	56325	56877	56714	43354			
99206	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99208	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99209	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99210	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99211	29329	35816	41215	48939	54080	56323	59274	62219	63185	63440	65517	67167	68840	70283	74834	29443	26577	24692	22520	20048			
99212	96907	109784	122800	133459	140027	145140	149223	150545	148554	147256	148350	150030	152268	154078	157573	130851	126167	119807	114291	104375			
99213	175601	195260	218854	243069	262314	279012	292992	301829	305084	308856	313264	319280	326575	334124	339131	337689	338470	340037	336226	326564			
99214	122259	135274	154233	179190	202216	223092	242106	257511	267065	278358	288112	301692	309888	318820	325676	329581	335005	340499	340214	333379			
99215	50412	52382	55195	61305	67043	71745	77002	82762	86493	93862	98073	108280	104614	103165	102970	97485	98335	101085	102533	95995			
99216	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99217	1168	1314	1432	1788	2253	2719	3180	3442	3782	4581	5300	6254	7337	9099	10538	11864	12467	13112	13403	13215			
99218	1150	1361	1728	2062	2342	2680	2979	893	799	864	928	998	1141	1385	1431	1692	1764	1765	1793	1733			
99219	1222	1397	1373	1573	1846	2093	2531	2261	2344	2549	2783	3300	3887	4758	5632	6122	6398	6655	6807	6855			
99220	1029	1026	1111	1299	1632	2153	2515	2578	2786	3430	4023	5195	5917	7834	9169	10948	12008	13064	13542	13909			
99221	2128	2464	2880	3008	3094	3099	3183	3088	3170	3143	3132	13908	14083	14212	13985	14226	14509	14623	14579	13830			
99222	9446	11705	13972	15898	17804	18623	19493	20057	19851	20467	20572	39245	40586	41071	40416	39976	40575	40925	40293	37767			
99223	12900	15634	18745	22207	25459	28358	30873	32982	34770	36969	38395	51639	53417	53930	52569	52776	53085	52834	53274	51127			
99224	#	#	#	#	#	#	#	#	#	#	#	#	533	703	913	818	856	896	878	864			
99225	#	#	#	#	#	#	#	#	#	#	#	#	1678	2438	3270	3570	3932	4246	4275	4396			
99226	#	#	#	#	#	#	#	#	#	#	#	#	689	1148	1555	1728	2095	2306	2530	2644			
99230	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99231	12889	15841	18911	21238	23087	24032	25033	25966	25844	26174	26355	26832	27019	26839	25300	24235	23816	22549	21782	20060			
99232	18251	22951	27483	32576	36877	40309	43678	46425	48411	50632	51649	54036	55842	56381	56177	56253	57022	56713	56503	53659			
99233	9248	11283	13456	16579	19960	22656	25468	28287	30534	33103	34658	37265	39023	39648	39797	40893	42311	42455	44158	43281			
99234	168	246	303	424	582	643	582	533	536	595	595	624	579	538	575	586	501	526	422	382			
99235	230	306	390	540	588	744	963	911	1040	1052	1219	1329	1366	1448	1432	1373	1225	1194	1071	934			
99236	158	248	240	338	421	533	709	752	903	1073	1133	1246	1504	1672	1652	1651	1653	1546	1468	1501			
99238	15680	19308	22347	25628	28600	30479	32167	33245	33171	33936	33483	33389	33220	32147	29828	27768	26807	25939	24653	22386			
99239	2999	4218	5766	7569	9833	11872	13946	16145	18053	20463	22975	25391	27818	29502	30763	33077	35287	36744	38800	38991			
99240	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99241	4825	5589	5997	6053	6032	6491	6356	6345	5876	4366	4182	69	61	73	82	70	35	27	13	#			
99242	11597	15056	17464	18888	19631	20536	21249	21256	20553	18690	18686	178	118	104	62	58	59	50	40	19			
99243	24790	33326	40389	47018	52118	56564	61516	64315	65181	64511	66363	407	263	384	258	246	204	172	132	67			
99244	28229	38792	46424	53781	59133	66340	72570	76273	79102	80926	83909	557	382	497	404	322	265	228	219	103			
99245	14303	21486	25636	29281	32271	35122	38501	40944	42287	43179	42361	280	232	305	240	178	131	90	97	32			
99246	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99248	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99249	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99250	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99251	1415	1789	1920	2091	2048	2149	2183	2266	2107	2239	2183	12	#	22	24	12	#	#	13	#			
99252	2863	3892	4595	5422	5956	6240	6654	6766	6923	6756	6833	39	27	38	27	25	19	25	19	#			
99253	6636	8896	11013	13010	14759	16448	17659	18599	19310	20055	21170	92	66	95	83	65	57	39	45	29			
99254	9915	12627	15398	18455	21316	23815	25996	27840	29462	30720	31999	113	81	118	103	78	105	58	70	26			
99255	6067	7826	9605	11420	13266	14714	16146	17330	18330	19307	19948	67	50	66	40	34	49	44	27	21			
99257	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99261	1215	1457	1531	1616	1692	1781	1762	#	#	#	#	#	#	#	#	#	#	#	#	#			
99262	2000	2463	2878	3405	3646	3888	3985	#	#	#	#	#	#	#	#	#	#	#	#	#			
99263	1087	1375	1615	1990	2181	2463	2486	#	#	#	#	#	#	#	#	#	#	#	#	#			
99264	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99265	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99270	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99271	111	158	154	126	129	120	125	#	#	#	#	#	#	#	#	#	#	#	#	#			
99272	178	194	234	219	259	250	242	#	#	#	#	#	#	#	#	#	#	#	#	#			
99273	351	484	540	652	720	752	717	#	#	#	#	#	#	#	#	#	#	#	#	#			
99274	421	657	776	779	902	956	877	#	#	#	#	#	#	#	#	#	#	#	#	#			
99275	358	430	460	516	629	667	691	#	#	#	#	#	#	#	#	#	#	#	#	#			
99280	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99281	6085	6310	6298	6346	6229	6264	6425	5802	5441	5112	4029	3452	3352	3380	2947	3011	3105	2938	2746	2233			
99282	14615	16634	19506	20574	20434	20104	21163	19576	18066	17561	15773	13970	13433	13158	12132	11473	11135	10710	10060	9264			
99283	25410	29979	34777	38399	41673	43716	47322	46872	46601	46295	45675	45736	46382	47056	46009	46075	46155	45160	43630	40452			
99284	18985	23109	28486	33359	37742	40861	45216	48031	50289	53084	55209	58051	61308	64624	65172	66535	69027	69099	69110	66303			
99285	10885	13979	18553	24531	30362	36130	42229	47321	51840	56829	61485	66658	72320	77343	78505	82025	85721	87726	89618	87142			
99286	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99288	77	77	76	73	83	66	65	37	20	85	332	362	349	374	219	12	20	#	13	23			
99289	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99290	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99291	1694	2192	2917	4124	5248	6095	7788	9325	10494	12189	13509	15284	16563	17488	17749	18803	19444	20378	21424	21217			
99292	346	411	504	752	890	976	1270	1521	1664	1882	2032	2288	2504	2524	2711	2787	2931	3047	3284	3127			
99293	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99294	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99295	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99296	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99297	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99298	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99299	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99300	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99301	920	973	1150	1202	1424	1448	1625	#	#	#	#	#	#	#	#	#	#	#	#	#			
99302	1157	1445	1800	2287	2656	2970	3583	#	#	#	#	#	#	#	#	#	#	#	#	#			
99303	2314	3212	4072	5338	6617	7613	8972	#	#	#	#	#	#	#	#	#	#	#	#	#			
99304	#	#	#	#	#	#	#	1787	1527	1448	1585	3303	3900	4151	4407	4548	4630	4692	4892	4696			
99305	#	#	#	#	#	#	#	4857	5082	5308	5798	8463	9401	9707	10327	10917	11351	11573	11634	11253			
99306	#	#	#	#	#	#	#	8350	9160	10166	10753	12434	13079	13316	13739	14511	15173	15251	15239	14783			
99307	#	#	#	#	#	#	13	8998	9256	9443	9857	10508	10921	11122	11380	11305	11041	10698	10403	9996			
99308	#	#	#	#	#	#	15	13494	14494	15417	16327	17755	19046	19996	21034	21815	22343	22082	21818	21254			
99309	#	#	#	#	#	#	13	10021	11162	12390	13281	15198	16397	17124	18281	19295	20133	20275	20640	20535			
99310	#	#	#	#	#	#	#	3483	3717	4135	4660	4492	4733	4795	4996	5580	5930	6288	6713	6829			
99311	3660	4654	5517	6493	7441	7998	8905	15	#	#	#	#	#	#	#	#	#	#	#	#			
99312	4036	5318	6660	8237	9764	11368	13147	#	#	#	#	#	#	#	#	#	#	#	#	#			
99313	1759	2325	2995	3934	5168	6266	7166	#	#	#	#	#	#	#	#	#	#	#	#	#			
99314	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99315	574	867	1220	1571	1975	2394	2729	3185	3205	3107	3300	3502	3847	4035	4070	4061	4072	4052	4051	3831			
99316	195	310	453	636	856	1131	1539	2078	2306	2692	3035	3279	3742	4000	4462	5215	5659	5826	6074	6014			
99318	#	#	#	#	#	#	#	1102	1193	1275	1382	1376	1561	1618	1634	1648	1540	1632	1447	1356			
99320	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99321	148	171	200	235	252	267	274	#	#	#	#	#	#	#	#	#	#	#	#	#			
99322	153	133	186	208	258	286	366	#	#	#	#	#	#	#	#	#	#	#	#	#			
99323	97	129	125	185	266	302	324	#	#	#	#	#	#	#	#	#	#	#	#	#			
99324	#	#	#	#	#	#	#	393	388	403	442	478	546	548	572	611	648	697	754	753			
99325	#	#	#	#	#	#	#	362	358	364	376	412	459	445	530	531	620	609	712	773			
99326	#	#	#	#	#	#	#	261	228	268	282	347	417	450	524	542	587	628	609	738			
99327	#	#	#	#	#	#	#	175	192	226	244	333	385	420	458	527	674	678	756	782			
99328	#	#	#	#	#	#	#	114	127	208	226	249	302	341	365	398	461	554	571	593			
99329	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99331	414	437	595	642	728	735	781	#	#	#	#	#	#	#	#	#	#	#	#	#			
99332	382	453	598	717	905	1040	1122	#	#	#	#	#	#	#	#	#	#	#	#	#			
99333	158	193	258	314	409	520	562	#	#	#	#	#	#	#	#	#	#	#	#	#			
99334	#	#	#	#	#	#	#	955	1003	1081	1215	1342	1481	1595	1713	1851	1984	2003	2080	2145			
99335	#	#	#	#	#	#	#	1226	1377	1552	1689	1898	2147	2315	2527	2850	3139	3396	3470	3732			
99336	#	#	#	#	#	#	#	926	1053	1312	1458	1724	1954	2132	2420	2659	2969	3336	3727	3987			
99337	#	#	#	#	#	#	#	322	385	484	526	596	660	767	909	958	1141	1253	1405	1547			
99339	#	#	#	#	#	#	#	#	14	12	#	19	14	11	14	#	19	15	12	12			
99340	#	#	#	#	#	#	#	#	#	#	#	12	#	#	#	#	#	#	#	#			
99341	357	411	382	451	452	419	418	454	433	378	379	400	416	368	361	389	385	341	312	276			
99342	281	367	448	490	568	662	726	685	679	645	747	792	803	738	760	827	794	723	719	748			
99343	175	217	257	283	384	382	409	513	475	530	559	548	616	625	661	699	748	813	785	821			
99344	80	141	176	269	351	364	471	479	427	476	516	560	704	750	696	784	808	900	849	840			
99345	94	145	222	310	356	441	555	547	634	763	729	776	725	711	782	727	881	1021	1073	984			
99347	899	1045	1141	1292	1441	1530	1564	1492	1502	1487	1564	1580	1588	1506	1616	1753	1881	1947	1774	1611			
99348	954	1095	1278	1506	1793	2000	2216	2494	2646	2706	2756	2983	3101	3171	3386	3278	2873	2993	2804	2802			
99349	572	726	916	1179	1469	1654	1921	2203	2394	2510	2604	2850	3104	3094	3254	3413	3647	3799	3835	3852			
99350	234	303	388	538	671	827	972	1036	1241	1360	1459	1512	1534	1643	1734	1783	1904	2041	2127	2189			
99351	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99352	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99353	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99354	730	930	1111	1382	1712	1821	2005	2061	2266	2425	2291	3319	3427	3661	3551	3451	3545	3158	3326	2782			
99355	74	91	105	140	166	162	145	177	207	242	239	308	313	318	255	252	258	217	232	194			
99356	169	212	279	376	462	542	632	617	674	779	864	1414	1524	1521	1628	1667	1763	1681	1704	1639			
99357	14	17	33	44	31	44	63	42	51	81	75	95	120	139	163	173	168	129	158	158			
99358	66	61	82	100	93	125	99	131	121	149	151	177	125	141	149	125	132	134	948	1705			
99359	#	#	#	#	#	11	#	13	#	11	#	14	13	#	11	#	#	#	52	82			
99360	20	11	23	14	21	16	14	19	16	21	13	18	#	17	#	#	#	#	#	#			
99361	62	70	66	80	101	112	94	85	45	#	#	11	#	#	#	#	#	#	#	#			
99362	21	32	16	21	12	17	12	14	#	#	#	#	#	#	#	#	#	#	#	#			
99363	#	#	#	#	#	#	#	#	49	40	31	37	44	39	22	23	13	12	#	#			
99364	#	#	#	#	#	#	#	#	113	129	140	192	178	111	102	122	103	88	93	#			
99365	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99366	#	#	#	#	#	#	#	#	#	21	19	15	16	18	#	21	21	14	18	19			
99367	#	#	#	#	#	#	#	#	#	27	43	28	25	19	34	25	29	31	35	36			
99368	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#			
99370	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99371	183	186	236	165	248	326	341	330	384	39	#	#	#	#	#	#	#	#	#	#			
99372	81	138	145	65	48	58	54	50	53	#	#	#	#	#	#	#	#	#	#	#			
99373	28	40	46	24	20	19	28	25	#	#	#	#	#	#	#	#	#	#	#	#			
99374	18	17	37	44	29	42	42	54	59	50	57	50	46	44	46	31	36	22	25	28			
99375	477	499	43	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99376	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99377	#	#	#	#	#	#	#	#	#	#	11	#	#	11	#	11	#	#	#	#			
99378	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99379	#	#	#	#	#	#	#	#	#	17	#	#	#	#	#	11	#	#	#	#			
99380	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99381	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99382	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99383	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99384	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99385	41	37	50	49	35	21	36	30	40	28	34	31	19	29	22	13	18	13	14	#			
99386	163	214	268	283	266	329	324	379	358	333	406	354	367	384	347	344	338	314	267	241			
99387	846	1046	1133	1305	1198	1325	1404	1380	1437	1526	1428	1406	1214	1270	1272	1227	1129	1152	1052	926			
99391	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99392	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
99393	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
